"id","name","title","gender","birth_date","death_date","min_offset_to_royal","min_dist_to_royal","x","y"
"I177","Alexander Francis (Bowes-Lyon)","","M",1887,1911,"6","3",148.258258048119,781.016109232744
"I178","Fergus  (Bowes-Lyon)","","M",1889,1915,"6","3",139.2034706435,772.8079611401
"I179","Rose  (Bowes-Lyon)","","F",1890,1967,"6","3",153.93045962502,769.185001670273
"I180","Michael Claude (Bowes-Lyon)","","M",1893,1953,"6","3",153.901166897755,755.716976062179
"I181","David  (Bowes-Lyon)","Sir","M",1902,1961,"6","3",132.075630515194,732.347938861413
"I182","Claude  (Bowes-Lyon)","Earl","M",1824,1904,"6","3",86.5222656366285,948.534082575086
"I183","Frances Dora (Smith)","","F",1833,1922,"6","3",153.910670266695,926.999738105851
"I184","Thomas  (Lyon-Bowes)","","M",1773,1846,"6","4",-2.803047592471,1041.11228723147
"I185","Mary  (Carpenter)","","F",1773,,"6","4",36.3246763444421,1042.37322869385
"I186","Thomas George (Lyon-Bowes)","","M",1822,1865,"6","5",10.7257457867412,966.74683315405
"I187","John  (Lyon)","","M",1737,1776,"6","5",-4.87727193049731,1102.68025705875
"I188","Mary Eleanor (Bowes)","","F",1749,1800,"6","5",4.28758546863806,1088.71466752696
"I189","John Lyon (Bowes)","","M",1769,1820,"6","6",-13.9966708355807,1050.76346194236
"I190","Andrew Robinson (Stoney)","","M",1749,,"6","6",46.1447168466888,1088.8132354671
"I191","  (Elphinstone)","Lord","M",1869,1955,"6","4",183.718775515142,831.345658823115
"I192","Dorothy Beatrix (Osborne)","Lady","F",1888,1946,"6","4",126.314967131115,759.12181224086
"I193","Fenella Stuart-Forbes Trefusi (Hepburn)","Hon","F",1889,1966,"6","4",180.350629313718,748.971823535385
"I194","Christian Norah (Dawson-Damer)","Lady","F",1890,1959,"6","4",97.446949641786,757.543611655168
"I195","  (Granville)","Lord","M",1880,1953,"6","4",99.4185943772344,791.882193309607
"I196","Elizabeth  (Cator)","","F",1899,1959,"6","4",181.262853197011,727.608119013435
"I197","Rachel  (Clay)","Lady","F",1907,,"6","4",110.701033559433,675.239677754284
"I198","Jeanne d'Albret of France","","F",1528,,"4.33333333333333","14",-212.938586607458,1299.6976575133
"I199","Frederick Charles of Prussia","Prince","M",1835,,"5.5","4",-128.526949642605,917.869149481399
"I200","Maria Anna of Anhalt","","F",1835,,"5.5","4",-87.3520172224543,921.857196600501
"I201","John  (Campbell)","Duke of Argyll","M",1845,1914,"5.5","6",-63.3906275360832,911.822623720376
"I202","Frederick  (Hanover)","Duke of York","M",1763,1827,"6","6",58.9844907196659,1068.30580672543
"I203","William IV Henry (Hanover)","King of England","M",1765,1837,"6","6",70.3854484298309,1056.07551663908
"I204","Charlotte Augusta Matild (Hanover)","Princess Royal","F",1766,1828,"6","6",22.9446397633534,1065.71666559218
"I205","Ferdinand ","","M",1785,1851,"4.5","7",-203.900015089421,1026.47105577325
"I206","Mary ","","F",1799,1860,"5.5","6",-74.373345061258,994.417999471829
"I207","Charles  (Cavendish-Bentin)","Reverend","M",1817,1865,"6","3",109.263509216251,954.396516009131
"I208","Caroline Louisa (Burnaby)","","F",1832,1918,"6","3",76.0586245247314,928.368827406678
"I209","Augusta Sophia (Hanover)","","F",1768,1840,"6","6",54.6340349553808,1059.53941573943
"I210","Elizabeth  (Hanover)","","F",1770,1840,"6","6",32.7462776430171,1056.87041562776
"I211","Frederick VI of Hesse-Homburg","Landgrave","M",1769,1829,"6","7",55.6620520232941,1052.111107325
"I212","Ernest Augustus I (Hanover)","King of Hanover","M",1771,1851,"7","6",177.440616569644,1054.18133097284
"I213","Augustus Frederick (Hanover)","Duke of Sussex","M",1773,1843,"6","6",11.250758773517,1053.20090442795
"I214","Mary  (Hanover)","","F",1776,1857,"6","6",87.1215034182488,1045.55448129072
"I215","Sophia  (Hanover)","","F",1777,1848,"6","6",50.2832732910896,1047.02843277068
"I216","Octavius  (Hanover)","","M",1779,1783,"6","6",8.64866148517009,1041.80104870243
"I217","Alfred  (Hanover)","","M",1780,1783,"6","6",61.9659724318312,1041.38650771994
"I218","Amelia  (Hanover)","","F",1783,1810,"6","6",27.0642837991875,1037.11641641929
"I219","Adelaide Louisa Theresa","Princess","F",1792,1849,"6","7",105.123832446107,1014.06990257973
"I220","Charlotte Augusta Louis (Hanover)","","F",1819,1819,"6","7",90.5971652539562,970.733291873726
"I221","Elizabeth Georgiana Adelaid (Hanover)","","F",1820,1821,"6","7",67.4472148452073,973.500522282266
"I222","Twin-Boy 1 ","","M",1822,1822,"6","7",112.571504567731,967.936908914923
"I223","Twin-Boy 2 ","","M",1822,1822,"6","7",72.6167572166726,965.818679091005
"I224","Marie ","","F",1852,1923,"6","5",182.26482865157,893.995344854545
"I225","Christian IX ","King of Denmark","M",1818,1906,"5","4",-26.5131398004792,947.905480091798
"I226","Louise of Hesse-Cassel","Princess","F",1817,1898,"5","4",-42.0881351451799,947.867428027432
"I227","William George I of the Hellene (Oldenburg)","King of Greece","M",1845,1913,"6","3",72.0473674823283,888.653100554084
"I228","Olga Constantinovna","Princess","F",1851,1926,"6","3",106.003611029736,879.645099279647
"I229","Nicholas of Greece","Prince","M",1872,1938,"6","4",77.6314666017061,806.077464303149
"I230","Child 6 ","","M",1913,,"8","4",232.347500696724,685.205731763057
"I231","Child 5 ","","M",1894,,"8","4",237.646021382536,748.035628013102
"I232","Paul I  (Oldenburg)","King of Greece","M",1901,1964,"8","2",207.985106585672,698.992582130688
"I233","Helen of Greece","Princess","F",1896,1982,"8","4",240.087276907523,734.594634317166
"I234","Alexander I  (Oldenburg)","King of Greece","M",1893,1920,"8","4",254.780537582335,745.141214961716
"I235","Sumner M. (Kirby)","","F",1885,1945,"5.5","8",-1.99015173856888,763.444321343986
"I236","Child 2 ","","M",1902,,"6","5",49.0788763699187,721.806004905736
"I237","Child 3 ","","M",1902,,"6","5",60.9247679410845,720.093854892861
"I238","Louise Alexandra (Mountbatten)","Princess","F",1889,1965,"5.5","3",77.6520618338525,768.887228428784
"I239","Edward John VII (Spencer)","Earl of Spencer","M",1924,1992,"6","3",39.2116273867566,603.922236065282
"I240","Sarah  (Spencer)","Hon.","F",1955,,"6","4",52.6519739654366,482.900708829226
"I241","Jane  (Spencer)","Hon.","F",1957,,"6","4",58.1083200997269,475.403399575894
"I242","Charles  (Spencer)","Vicount Althorp","M",1964,,"6","4",44.1953083564925,439.579463742422
"I243","Raine of Dartmouth (McCorquodale)","Countess","F",1929,,"6","4",103.448617249956,598.454054593385
"I244","George Earl of Harewood (Lascelles)","Viscount","M",1923,,"6","4",61.618930197334,617.820731654268
"I245","Louise Marie d'Orleans","","F",1812,1850,"2.5","5",-318.148228387001,978.810221560152
"I246","Ludwig IX of Hesse- Darmstadt","Landgrave","M",1726,,"6.4","8",71.6661487986509,1113.4835344278
"I247","Frederick I of Wurttemberg","King","M",1754,1816,"5","6",-7.29743338486732,1076.48566512794
"I248","Frederica of Mecklenburg- Strelitz","Duchess","F",1778,1841,"8","6",278.032914893174,1037.70121499221
"I249","George V  (Hanover)","King of Hanover","M",1819,1878,"8","5",260.627442075659,961.331569314355
"I250","Mary of Saxe- Altenburg","Princess","F",1818,1907,"8","5",285.239631212731,955.595502106887
"I251","Ernest Augustus of Cumberlan (Hanover)","Duke","M",1845,1923,"8","4",260.244765508784,893.330405207295
"I252","Frederica  (Hanover)","","F",1848,1926,"8","6",288.928057109303,906.941258922166
"I253","Mary  (Hanover)","","F",1849,1904,"8","6",303.596188413966,909.332372360539
"I254","Thyra of Denmark","Princess","F",1853,1933,"8","4",200.403498761019,879.899174277535
"I255","Marie Louise (Hanover)","","F",1879,1948,"8","5",266.826910883495,806.759339105934
"I256","George William (Hanover)","","M",1880,1912,"8","5",242.846220307564,807.5862181631
"I257","Alexandra  (Hanover)","","F",1882,1963,"8","5",240.472002480978,801.149054284901
"I258","Olga  (Hanover)","","F",1884,1958,"8","5",245.37022425472,795.189131617337
"I259","Christian  (Hanover)","","M",1885,1901,"8","5",243.041279084251,788.27907723731
"I260","Rene of Bourbon-Parma","Prince","M",1898,,"8","7",248.902543175632,713.874636197136
"I261","Alfons  (Pawel-Rammingen)","Baron von","M",1843,1932,"8","7",272.234837449316,912.9100440039
"I262","George of Cambridge","Duke","M",1819,1904,"6","5",28.1729974249603,965.76521955159
"I263","Sarah (Louisa) (Fairbrother)","","F",1815,1890,"6","6",0.706975669624943,967.100379913071
"I264","George  (FitzGeorge)","","M",1843,1907,"6","6",59.931849177173,908.001996994893
"I265","Adolphus ","","M",1846,1922,"6","6",-11.0612875948097,918.665243783641
"I266","Agustus ","","M",1847,1933,"6","6",-5.14488858852644,911.975668295117
"I267","Rosa  (Baring)","","F",1843,,"6","7",107.717749408997,900.449939735811
"I268","Son 1 ","","M",1868,,"6","7",84.4310394379453,846.690783432027
"I269","Dau. 1 ","","F",1868,,"6","7",137.813158420072,848.217978116157
"I270","Dau. 2 ","","F",1868,,"6","7",62.8819905183286,852.159763049079
"I271","Frederick William","Grand Duke","M",1819,1904,"6","6",161.50333630045,954.664876198907
"I272","Adolphus Frederick V","Grand Duke","M",1848,1914,"6","6",147.523392171041,896.066346221035
"I273","Elisabeth of Anhalt","Princess","F",1857,1933,"6","7",135.091567215219,868.741770047903
"I274","Son 1 ","","M",1878,,"6","7",154.556341939975,810.349889196714
"I275","Son 2 ","","M",1878,,"6","7",142.112816967852,810.819454218084
"I276","Dau. 1 ","","F",1878,,"6","7",132.098765396417,806.489254320556
"I277","Dau. 2 ","","F",1878,,"6","7",170.91976359678,811.399093481069
"I278","Adolphus 2nd","Duke of Teck","M",1868,1927,"6","4",52.9482726330104,839.723049092938
"I279","Francis ","Prince","M",1870,1910,"6","4",95.1844112524428,845.031771454599
"I280","Alexander George of Teck","Earl of Athlone","M",1874,1957,"6","4",110.746446756369,813.671324324288
"I281","Margaret  (Grosvenor)","Lady","F",1873,1929,"6","5",38.9473035071037,803.790955007108
"I282","George of Cambridge","Marquess","M",1895,,"6","5",59.3368483814739,747.378774490937
"I283","Son 2 ","","M",1896,,"6","5",22.1949793333224,745.55535070862
"I284","Mary ","Lady","F",1897,,"6","5",12.7010341407661,737.581745653616
"I285","Helena ","Lady","F",1899,1969,"6","5",45.5745744426491,733.209092887111
"I286","Edward II ","King of England","M",1284,1327,"6","21",106.826206362312,1477.12111401504
"I287","Rupert ","Vicount Trematon","M",1868,1928,"6","5",149.807347418145,831.197780910238
"I288","Son 2 ","","M",1904,,"6","5",129.902932638053,716.017249140391
"I289","May Cambridge","Lady","F",1906,,"6","5",116.036672882361,700.052691193728
"I290","William Frederick of Gloucester","Duke","M",1776,1834,"6","7",168.553807374899,1046.55049134597
"I291","Gerald  (Lascelles)","Hon.","M",1924,,"6","4",32.1290588520041,617.038806625017
"I292","Marion (Maria) Donat (Stein)","Countess","F",1926,,"6","5",78.8758425940089,598.163556079043
"I293","David  (Lascelles)","Viscount","M",1950,,"6","5",85.466487893366,493.227849907964
"I294","James  (Lascelles)","Hon.","M",1953,,"6","5",46.9023889880283,489.954416034108
"I295","Jeremy  (Lascelles)","Hon.","M",1955,,"6","5",115.857537866548,479.596900595632
"I296","Angela  (Dowding)","","F",1919,,"6","5",10.4316033880373,626.931162542706
"I297","Henry  (Lascelles)","","M",1953,,"6","5",26.1621927033984,500.469073195354
"I298","William of Hesse-Cassel","Landgrave","M",1787,1867,"5","5",-63.1419274460868,1019.21671169621
"I299","Louise Charlotte of Denmark","Princess","F",1789,1864,"5","5",-102.319517897304,1019.26756249461
"I300","Other issue ","","M",1813,,"5","6",-98.3252405489832,975.387088249967
"I301","Frederick of Hesse-Cassel","Landgrave","M",1747,1837,"6","5",17.7267315236027,1085.14260567896
"I302","Caroline of Nassau- Usingen","Princess","F",1762,1823,"6","5",-17.4746062001648,1062.27025365499
"I303","Alexander of Wurttemberg","Duke","M",1804,1885,"6","4",99.4392589509421,988.875813660901
"I304","Claudine ","Countess Rhedey","F",1814,1841,"6","4",127.255835270162,967.975515223181
"I305","Claudine ","Princess of Teck","F",1836,1894,"6","5",114.840396850164,930.564711078294
"I306","Amelie ","Princess of Teck","F",1838,1893,"6","5",161.036011692925,923.632250205257
"I307","Paul  (von Hugel)","Baron","M",1835,1897,"6","6",143.403432649499,921.479111719066
"I308","Paul  (von Hugel)","Count","M",1872,1912,"6","6",164.223016176727,831.884679432347
"I309","Ferdinand I of Hohenzollern- Sigmaringe (Hohenzollern)","King of Romania","M",1865,1927,"8","6",129.241298099188,832.029679001162
"I310","Christian Victor","","M",1867,1900,"5.5","6",-85.0322114524597,852.747180838295
"I311","Albert of Schleswig- Holstein","Duke","M",1869,1931,"5.5","6",-67.5727176352131,848.942204431213
"I312","Helena Victoria","Princess","F",1870,1948,"5.5","6",-79.6201084053519,840.36185087407
"I313","Frederick Harold","","M",1876,1876,"5.5","6",-55.0072927695693,821.626150890073
"I314","Patricia  (Tuckwell)","","F",1923,,"6","5",42.8567322922741,611.0411455771
"I315","Mark  (Lascelles)","Hon.","M",1964,,"6","5",47.3975001148758,457.076934318483
"I316","Elizabeth Collingwood (Colvin)","","F",1924,,"6","5",-0.239810709775499,606.530985062278
"I317","Davina Elizabeth Alic (Windsor)","Lady","F",1977,,"6","5",64.1239806098969,393.882139167579
"I318","Rose Victoria Birgitt (Windsor)","Lady","F",1980,,"6","5",70.3363938631544,373.415152427959
"I319","Marie-Christine  (von Reibnitz)","Baroness","F",1945,,"6","5",67.3128109326649,511.763338768519
"I320","Frederick  (Windsor)","Lord","M",1979,,"6","5",63.2365285066339,384.395896663898
"I321","George II  (Hanover)","King of England","M",1683,1760,"6","7",36.9952758036826,1163.03563285922
"I322","Caroline of Ansbach","","F",1683,1737,"6","7",46.6143096733937,1162.00786053406
"I323","Frederick Louis (Hanover)","Prince of Wales","M",1701,1751,"6","6",49.7934295485246,1138.24022084429
"I324","Anne  (Hanover)","Princess Royal","F",1709,1759,"5.5","7",4.67380841289125,1133.54643690619
"I325","Amelia Sophia Eleano (Hanover)","","F",1711,1786,"6","8",27.7097934310621,1133.2884110193
"I326","Caroline Elizabeth (Hanover)","","F",1713,1757,"6","8",72.1447945531409,1135.37803052026
"I327","Son ","","M",1716,1716,"6","8",83.7973518373634,1133.49651738311
"I328","George William (Hanover)","","M",1717,1718,"6","8",39.193479764066,1125.43626210337
"I329","William Augustus of Cumberlan (Hanover)","Duke","M",1721,1765,"6","8",61.9059742063614,1123.1685537175
"I330","Mary  (Hanover)","","F",1723,1772,"6","6",52.655980571405,1117.53890488937
"I331","Louisa  (Hanover)","","F",1724,1751,"5","7",-68.7189964206526,1118.63365003991
"I332","Augusta of Saxe-Gotha","","F",1719,1772,"6","6",46.6462624723292,1119.87610212622
"I333","Augusta  (Hanover)","","F",1737,1813,"6","7",-14.003263986697,1108.20988414848
"I334","Edward Augustus (Hanover)","Duke of York","M",1739,1767,"6","7",87.7647804452856,1105.75419235534
"I335","Elizabeth Caroline (Hanover)","","F",1741,1759,"6","7",70.2187966847364,1102.83705616711
"I336","Edward Henry of Glouceste (Hanover)","Duke","M",1743,1805,"6","7",115.050901643136,1103.17496329462
"I337","Henry Frederick of Cumberlan (Hanover)","Duke","M",1745,1790,"6","7",88.4550510683034,1096.87487792184
"I338","Louisa Anne (Hanover)","","F",1749,1768,"6","7",73.9970199900264,1092.66399830626
"I339","Frederick William (Hanover)","","M",1750,1765,"6","7",65.6572011175096,1085.59391345634
"I340","Caroline Matilda (Hanover)","","F",1751,1775,"6","7",-18.1195286943757,1086.59691255262
"I341","George I  (Hanover)","King of England","M",1660,1727,"6","8",107.582933827605,1186.48269052726
"I342","Sophia Dorothea of Celle","","F",1666,1726,"6","8",86.3328109509805,1178.16771241965
"I343","Sophia Dorothea (Hanover)","","F",1687,1757,"6.4","9",145.908883892261,1157.84578423686
"I344","Frederick V ","King of Denmark","M",1723,1766,"5","7",-133.343083077114,1115.16283664405
"I345","Frederick William of Schleswig-","Duke","M",1785,1831,"5","5",-53.4099807627515,1017.41017149298
"I346","Louise Caroline of Hesse-Cassel","Princess","F",1789,1867,"5","5",-77.4427433391796,1015.17408345779
"I347","Alexander of Hesse and the Rhine","Prince","M",1823,1888,"6","4",158.768202509195,944.062927261695
"I348","Julia of Battenberg (von Hauke)","Princess","F",1825,1895,"6","4",191.565690938005,939.722260909917
"I349","Louis II of Hesse and the Rhine","Grand Duke","M",1777,1848,"6","5",48.265959981741,1027.3603514159
"I350","Wilhelmina of Baden","Princess","F",1788,1836,"6","5",51.7931624630124,1004.00909642935
"I351","John Maurice (von Hauke)","Count","M",1770,1830,"6","5",205.350595010644,1044.92704670547
"I352","Sophie  (la Fontaine)","","F",1771,1831,"6","5",181.726785978687,1040.99955858583
"I353","Constantine Nikolaievitch of Russia","Grand Duke","M",1827,1892,"6","4",104.396677468836,937.127075382656
"I354","Elizabeth Alexandra of Saxe-","Princess","F",1830,1911,"6","4",122.820378071393,930.052897554236
"I355","Joseph of Saxe- Altenburg","Duke","M",1808,1868,"6","5",122.95974776192,983.04692821171
"I356","Amalie of Wurttemberg","Duchess","F",1788,1848,"6","5",94.5265347637897,1016.46782427554
"I357","Charles of Hesse","Prince","M",1809,1877,"6","5",54.2293462312971,979.189747086935
"I358","Elizabeth of Prussia","Princess","F",1815,1885,"6","5",61.1063513167885,966.383089859989
"I360","William Charles Augustu (Cavendish-Bentin)","Lord","M",1766,1826,"6","4",80.2606854283613,1051.493216724
"I361","Anne  (Wellesley)","","F",1815,1875,"6","4",141.107276568946,974.252555515447
"I362","Edwyn  (Burnaby)","","M",1807,1867,"6","4",4.06243781284707,985.014028394028
"I363","Anne Caroline (Salisbury)","","F",1821,1881,"6","4",16.2873158570018,957.810105834179
"I364","Oswald  (Smith)","","M",1803,1863,"6","4",185.067379506724,985.000906880586
"I365","Henrietta Mildred (Hodgson)","","F",1803,,"6","4",168.960642206249,985.895799915801
"I366","Albert Edward Joh (Spencer)","Earl of Spencer","M",1892,1975,"6","4",101.69731840595,746.919743340602
"I367","Cynthia Elinor Beatri (Hamilton)","Lady","F",1897,1972,"6","4",59.0839996547188,733.37402271042
"I368","Edmund Maurice (Burke Roche)","Baron Fermoy","M",1885,1955,"6","4",42.8897999713568,766.476605901861
"I369","Ruth Sylvia (Gill)","","F",1908,,"6","4",67.2311281054715,678.28922356834
"I370","James Boothby (Burke Roche)","Baron Fermoy","M",1851,1920,"6","5",5.92234733582602,889.119197545717
"I371","Frances Ellen (Work)","","F",1857,1947,"6","5",59.6881652193456,872.076946851301
"I372","Frank  (Work)","","M",1819,1911,"6","6",125.501093668618,957.720445169059
"I373","Ellen  (Wood)","","F",1831,1877,"6","6",77.743463987612,938.841740279105
"I374","John  (Wood)","","M",1787,1847,"6","7",53.5488709123844,1015.42866638922
"I375","Ellen  (Strong)","","F",1803,1863,"6","7",117.330801488613,987.118771934406
"I376","John  (Work)","","M",1794,,"6","7",123.698188370771,1007.86859307163
"I377","Sarah  (Boude)","","F",1794,,"6","7",160.410591166581,1001.5096412081
"I378","Edmund  (Burke Roche)","Baron Fermoy","M",1815,1874,"6","6",-12.9925119054966,971.398689428231
"I379","Elizabeth Caroline (Boothby)","","F",1821,1897,"6","6",-13.6713944794019,955.361972143653
"I380","James Brownell (Boothby)","","M",1790,1850,"6","7",-5.76535874646241,1012.23447012257
"I381","Charlotte  (Cunningham)","","F",1833,1893,"6","7",-41.9989851993771,934.894789439365
"I382","Edward  (Roche)","","M",1795,1855,"6","7",-2.38299832209344,1005.3032386029
"I383","Margaret Honoria (Curtain)","","F",1802,1862,"6","7",31.1056336757693,994.435026336484
"I384","James Albert Edwar (Hamilton)","Duke of Abercorn","M",1869,1953,"6","5",25.3117799797298,835.455915482472
"I385","Rosalind Cecilia Carolin (Bingham)","Lady","F",1869,1958,"6","5",99.0725986990264,832.401013153161
"I386","James  (Hamilton)","Duke of Abercorn","M",1838,1913,"6","6",-15.4036828108254,923.968629609712
"I387","Mary Anna (Curzon-Howe)","Lady","F",1848,1929,"6","6",-38.4322082562582,895.412394615098
"I388","George  (Bingham)","Earl of Lucan","M",1830,1914,"6","6",173.553830504845,933.048373534267
"I389","Cecilia Catherine (Gordon-Lennox)","Lady","F",1838,1910,"6","6",170.927057181952,920.641455182396
"I390","William Smith (Gill)","","M",1865,1957,"6","5",70.7690972515005,848.705999090422
"I391","Ruth  (Littlejohn)","","F",1879,1964,"6","5",113.547282834153,798.271129512173
"I392","Alexander Ogston (Gill)","","M",1833,1908,"6","6",48.2630190669911,931.562673112734
"I393","Barbara Smith (Marr)","","F",1843,,"6","6",12.30335514019,922.001589682091
"I394","David  (Littlejohn)","","M",1841,1924,"6","6",80.7800105904112,907.928774186994
"I395","Jane  (Crombie)","","F",1843,1917,"6","6",129.950358900918,906.287587807572
"I396","Charles Robert (Spencer)","Earl of Spencer","M",1857,1922,"6","5",150.546173628082,873.888724708266
"I397","Margaret  (Baring)","Hon.","F",1868,1906,"6","5",123.477106901283,836.65840977845
"I398","Frederick  (Spencer)","Earl of Spencer","M",1798,1857,"6","6",176.378956475501,991.168892882516
"I399","Adelaide Horatia Elizabet (Seymour)","","F",1825,1877,"6","6",181.859414369408,949.08649178559
"I400","Edward Charles (Baring)","Baron Revelstoke","M",1828,1897,"6","6",140.387218577242,931.44150040055
"I401","Louisa Emily Charlott (Bulteel)","","F",1839,1892,"6","6",119.767896911581,919.422763222544
"I402","Augusta of Schleswig- Holstein-","","F",1858,1921,"8","4",341.223399622377,853.759187058446
"I403","Bernard of Saxe- Meiningen","","M",1851,1928,"8","6",303.777584880166,895.01112190941
"I404","Adolphus of Schaumburg- Lippe","","M",1859,1916,"8","6",360.136913416001,865.648083599175
"I405","Constantine I  (Oldenburg)","King of Greece","M",1868,1923,"8","3",208.65345481864,827.096613698867
"I406","Frederick Charles of Hesse","","M",1868,1940,"8","6",329.852185179938,838.230707223531
"I407","Victoria of Schleswig- Holstein","Princess","F",1884,,"5.5","7",-65.3683746059145,779.922043477876
"I408","Irene  (Denison)","Lady","F",1890,1956,"8","6",312.833404047687,746.659144442776
"I409","Alfonso XIII ","King of Spain","M",1886,1941,"8","3",304.527871663516,765.270091679767
"I410","Louise of Mecklenburg- Strelitz","","F",1776,1810,"6.4","6",122.754417007637,1032.14937991978
"I411","Frederick William IV","King of Prussia","M",1795,1861,"5.5","7",-25.3540790739992,1012.18868090157
"I412","William I of Germany","Emperor","M",1797,1888,"8","5",231.298451256823,999.451287093869
"I413","Frederica ","","F",1799,1800,"6.4","7",88.633053486453,1003.07565172233
"I414","Charles ","","M",1801,1883,"6.4","7",150.436806832997,995.045404902612
"I415","Charles ","","M",1766,1806,"6","9",-10.0673189294967,1056.84857976063
"I416","Ferdinand ","","M",1804,1806,"6.4","7",112.59921745286,991.411381185057
"I418","Albert of Prussia","Prince","M",1809,1872,"6.4","7",110.167784209512,983.657245341678
"I419","Hermine of Reuss","Princess","F",1887,1947,"8","5",332.567382747308,771.837278965098
"I420","William ","Crown Prince","M",1882,1951,"8","5",318.735182307848,770.971742852975
"I421","Eitel Frederick","","M",1883,1942,"8","5",317.116341533125,788.564458914682
"I422","Adalbert ","","M",1884,1948,"8","5",333.878400425539,786.782994958477
"I423","Augustus William","","M",1887,1949,"8","5",356.522271980418,780.470458129528
"I424","Oscar ","","M",1888,1958,"8","5",348.16314860546,772.739658808285
"I425","Joachim ","","M",1890,1920,"8","5",343.092452860635,763.383779375286
"I426","Victoria Louise of Prussia","","F",1892,1980,"8","3",316.457358570575,734.376872873681
"I427","Augusta of Saxe-Weimar","","F",1811,1890,"8","5",250.533866584457,974.445049561386
"I428","Louise ","","F",1828,1923,"8","6",252.270291182105,943.192465048424
"I429","Frederick of Baden","Grand Duke","M",1826,1907,"8","7",293.935078352034,942.218808527826
"I430","Alphonso of Cavadonga","Count","M",1907,1938,"8","4",291.199936796711,699.830359883455
"I431","Don Jamie","","M",1912,,"8","4",296.794119160172,678.57069543811
"I432","Don Juan of Spain","","M",1913,,"8","2",318.534979073608,662.324789644972
"I433","Beatrice ","","F",1909,,"8","4",270.461196866701,688.788133833719
"I434","Maria de las Mercedes of Bourbon","Princess","F",1910,,"8","2",350.738490941587,667.345644134899
"I435","Juan Carlos","Prince","M",1938,2014,"8","1",316.700810293539,548.858229101269
"I436","Marie (Mignon) (Hohenzollern)","","F",1900,1961,"6","7",153.875830954836,710.944099433974
"I437","Elizabeth of Romania (Hohenzollern)","Princess","F",1894,1956,"8","5",196.059195509558,748.111289025764
"I438","Carol II  (Hohenzollern)","King of Romania","M",1893,1953,"8","5",218.312420974238,742.027760633274
"I439","George II  (Oldenburg)","King of Greece","M",1890,1947,"8","4",236.663771274582,761.254750871008
"I440","Alexander I of Yugoslavia","King","M",1888,1934,"8","7",206.654269700062,745.482616755414
"I441","Sophia of Greece (Oldenburg)","","F",1938,,"8","1",263.314173937996,549.570781694719
"I442","Helen ","","F",1963,,"8","2",304.587593252328,452.082297357237
"I443","Christine ","","F",1965,,"8","2",299.920720299456,441.654817090758
"I444","Philip of Asturias","King of Spain","M",1968,,"8","0",288.888888888889,413.633483493381
"I445","Gustav Adolf","Prince","M",1906,1947,"7","1",135.649481791715,667.79326397297
"I446","Erik of Vastmanland","Duke","M",1889,1918,"5.5","4",-59.1256511752705,764.452126761319
"I447","Sigvard Oscar Fredrik","Count of Wisborg","M",1907,,"5.5","3",-42.129576940384,685.808093306706
"I448","Bertil Gustaf Oscar","Prince of Sweden","M",1912,,"5.5","3",-22.12338220093,671.507306058399
"I449","Carl Johan Arthur","Count of Wisborg","M",1916,,"5.5","3",-29.3217177358905,651.206792057709
"I450","Olav V ","Prince","M",1903,1991,"5","1",-110.738865286261,696.917157016537
"I451","Martha of Sweden","Princess","F",1901,1954,"5","1",-136.116492932386,705.645987645598
"I452","Harald ","King of Norway","M",1937,,"5","0",-57.7777777777778,558.30923788461
"I453","Sonja  (Haraldsen)","Crown Princess","F",1937,,"5","1",-100.3639779931,539.957342699218
"I454","Martha Louise","Princess","F",1971,,"5","1",-84.1775425484059,413.514493293816
"I455","Haakon of Norway (Magnus)","Crown Prince","M",1973,,"5","1",-80.8352242272146,389.12190031283
"I456","Gustav V ","King of Sweden","M",1858,1950,"5.5","3",-82.5033490424046,864.169690699582
"I457","Victoria of Baden","Sweden","F",1862,1930,"5.5","3",-27.0840473121325,851.411733193122
"I458","Oscar II ","King of Sweden","M",1829,1907,"5","3",-154.159407801151,927.174921559372
"I459","Sophia ","Queen of Sweden","F",1836,1913,"5","3",-118.322790030787,919.689297552654
"I460","Eleonore of Solms- Hohensolms-Lich","Princess","F",1871,1937,"6","5",57.0452310223516,804.877568709587
"I461","George Donatus of Hesse","Grand Duke","M",1906,1937,"6","4",46.0963134282311,687.209918828355
"I462","Louis ","","M",1908,1968,"6","6",52.1702527477516,690.431958218239
"I463","Cecilie of Greece (Mountbatten)","Princess","F",1911,1937,"6","3",52.7184705209654,665.969067706904
"I464","Margaret  (Campbell-Geddes)","Hon.","F",1913,,"6","7",3.38244745249921,662.283205905377
"I465","Christopher  (Oldenburg)","","M",1888,1940,"6","4",115.892765780601,769.434994367555
"I466","George  (Oldenburg)","","M",1869,1957,"6","4",24.3222208035412,825.442772883281
"I467","Olga ","","F",1873,,"6","4",95.3657506949142,824.923762504316
"I468","Michael  (Hohenzollern)","King of Romania","M",1921,,"8","5",238.22906954019,617.583447238818
"I469","Anne of Bourbon-Parma","Princess","F",1923,,"8","6",251.976803605461,606.031454239244
"I470","Frederica of Hanover (Hanover)","Princess","F",1917,1981,"8","2",220.325857170108,643.245597531616
"I471","Constantine II  (Oldenburg)","King of Greece","M",1940,,"6","3",-1.02659900039463,541.601637195247
"I472","Anne-Marie of Denmark","","F",1946,,"4","2",-151.497923350056,528.065158537847
