"id","name","title","gender","birth_date","death_date","min_offset_to_royal","min_dist_to_royal","x","y"
"I473","Aspasia  (Manos)","","F",1896,1972,"8","5",299.357571951952,731.543164937854
"I474","Alexandra of Greece","Princess","F",1921,,"8","5",266.346373731133,630.310708148016
"I475","Peter II of Yugoslavia","King","M",1923,1970,"8","6",225.937245032642,624.921505127629
"I476","Sophia ","","F",1914,,"6","3",99.7613346942234,662.127119553851
"I477","Gottfried of Hohenlohe- Lagenburg","Prince","M",1897,1960,"6","4",73.1362285862848,724.691733264296
"I478","Five children ","","M",1926,,"6","4",73.3599251846443,613.748748327552
"I479","Berthold of Baden","Margrave","M",1906,1963,"6","4",37.293335357392,675.51864963736
"I480","Four Children ","","M",1931,,"6","4",31.8537374292534,596.398588567469
"I481","Christopher of Hesse","Prince","M",1901,1944,"6","4",128.495848673245,709.076934829364
"I482","George William of Hanover","Prince","M",1915,,"6","4",77.0165727485982,646.350885281105
"I483","Eight children ","","M",1940,,"6","4",60.4479069743573,550.97743873236
"I484","Ludwig of Wurttemberg","Duke","M",1771,,"6","5",44.8355336829349,1044.89934971269
"I485","Henriette ","","F",1771,,"6","5",16.8827842475772,1044.18585689103
"I486","Alexander of Bulgaria","Prince","M",1857,1893,"6","5",182.145745021531,878.800385232785
"I487","Francis Joseph","","M",1861,1924,"6","5",178.567114782909,866.759239666475
"I488","Gustav Ernst of Erbach-Schonb","Prince","M",1840,1908,"6","6",204.104164877516,917.42895502429
"I489","Johanna  (Loisinger)","","F",1865,1951,"6","6",181.85807674392,851.785112030308
"I490","Anna of Montenegro Princess","","F",1861,,"6","6",117.0553641805,860.782563864501
"I491","Alexandra Alexandrovna (Romanov)","","F",1842,1849,"6","7",56.6790529112394,921.753869477661
"I492","Nicholas Alexandrovich (Romanov)","","M",1843,1865,"6","7",-4.33142034922519,921.934411709575
"I493","Louis III of Hesse","Grand Duke","M",1806,1877,"6","6",-39.0230094590393,987.154815865789
"I494","Edwina  (Ashley)","Hon.","F",1901,1960,"6","5",176.231098813292,700.626343017478
"I495","Mathilde ","Princess","F",1813,1862,"3.5","7",-344.402871125439,984.692371766936
"I496","Frederica of Hesse- Darmstadt","","F",1753,,"8","7",352.814855950372,1079.59060151504
"I497","Henry ","","M",1838,1900,"6","6",25.5368615714349,924.956526984778
"I498","William ","","M",1845,1900,"6","6",39.346329136368,915.445563236391
"I499","Anna ","","F",1843,1865,"6","6",68.5062116709851,916.168072015927
"I500","Patricia  (Mountbatten)","Lady","F",1924,,"6","5",123.619262193384,618.711219969276
"I501","Pamela  (Mountbatten)","Lady","F",1929,,"6","5",161.212712162475,601.013997408095
"I502","Nadejda ","Countess","F",1896,1963,"6","5",26.7730249546745,729.011087428455
"I503","Tatiana Elizabeth (Mountbatten)","Lady","F",1917,,"6","5",59.8436404993771,652.342231915953
"I504","David of Milford Haven (Mountbatten)","Marquess","M",1919,1970,"6","5",98.6735297552775,634.121692208782
"I505","John Knatchbull (Ulick)","Lord Brabourne","M",1918,,"6","6",71.1913047525464,634.122077501932
"I506","Five children ","","M",1946,,"6","6",59.4779078394963,527.066696696437
"I507","David  (Hicks)","","M",1928,,"6","6",142.228557512321,595.47830727683
"I508","Two Children ","","M",1954,,"6","6",165.537886592545,489.267121103938
"I509","Iris  (Mountbatten)","Lady","F",1920,,"8","6",309.047820480669,636.478238526374
"I510","Auguste  (von Harrach)","","F",1800,1873,"6.4","7",127.693156029684,995.558960005927
"I511","Daughter Stillborn","","F",1798,,"6.4","7",101.150789426874,1001.58720606313
"I512","Frederick ","","M",1833,1834,"4.5","6",-93.2755782188046,938.61690426412
"I513","Rosalie of Hohenau (von Rauch)","Countess","F",1820,1879,"6.4","8",53.6346671435014,961.529638324933
"I515","Paul Frederick","Grand Duke","M",1800,1842,"9","5",367.911396887645,994.860796721541
"I516","Marie of Saxe-Weimar- Eisenach","","F",1808,1877,"6.4","8",200.733392264117,981.435054065125
"I517","Caroline of Zweibrucken","","F",1726,,"6.4","8",105.369521881539,1117.12341007268
"I518","Cecilie of Mecklenburg- Schwerin","","F",1886,1954,"8","6",323.79415194938,749.003550002378
"I519","William ","","M",1906,1940,"8","6",332.884119331083,695.460682167621
"I520","Louis Ferdinand of Prussia","Prince","M",1907,,"8","6",249.936892371462,668.774992642308
"I521","Hubertus ","","M",1909,1950,"8","6",372.018121902888,681.117671274638
"I522","Frederick ","","M",1911,1966,"8","6",287.257403201502,664.572808393326
"I523","Alexandrine ","","F",1915,1980,"8","6",360.07996504533,667.407120489136
"I524","Cecilie ","","F",1917,1975,"8","6",333.497377812595,661.261358588603
"I525","Dorothea  (von Salviati)","","F",1907,1972,"8","7",286.94291632746,681.567210141461
"I526","Dau. 1 ","","F",1932,,"8","7",322.232037898131,592.081456164439
"I527","Dau. 2 ","","F",1932,,"8","7",305.631235435929,591.017870988409
"I528","Kira of Russia","Grand Duchess","F",1909,1967,"6","7",180.089792401881,664.487987038586
"I529","Louis XIII ","King of France","M",1601,1643,"4.33333333333333","12",-129.013169851113,1239.97568540825
"I530","Joanna of Austria","Arch Duchess","F",1548,,"4.33333333333333","14",-244.12814479721,1274.53635487664
"I531","Francesco I of Tuscany Italy","Grand Duke","M",1548,,"4.33333333333333","14",-220.909755806695,1276.60679766509
"I532","Alice de Courtenay","","F",1163,,"6","24",101.223111096155,1541.28878428285
"I533","Aymer of Angouleme (Taillefer)","Count","M",1163,,"6","24",86.94696620309,1540.59392324464
"I534","Dau. 2 ","","F",1933,,"8","7",229.762852132902,589.257565452517
"I535","Dau. 3 ","","F",1933,,"8","7",244.543473840739,588.332714276546
"I536","Maria-Anna  (von Humboldt)","","F",1916,,"8","7",384.094423770139,651.370384839881
"I537","Magdalene  (Reuss)","","F",1920,,"8","7",383.806141379966,627.279680567692
"I538","Dau. 1 ","","F",1940,,"8","7",383.637243117428,554.635753399648
"I539","Dau. 2 ","","F",1940,,"8","7",368.855557988982,557.989224957686
"I540","Brigid  (Guinness)","Lady","F",1920,,"8","7",262.310975689245,621.094609239098
"I541","Son 1 ","","M",1940,,"8","7",283.67563351974,559.462095518782
"I542","Son 2 ","","M",1940,,"8","7",291.902124250296,553.925313710903
"I543","Son 3 ","","M",1940,,"8","7",262.11967278661,560.321360457795
"I544","Dau. 1 ","","F",1940,,"8","7",275.755733454887,557.216566918687
"I545","Dau. 2 ","","F",1940,,"8","7",303.865763402257,556.103204280569
"I546","Clyde  (Harris)","","M",1917,,"8","7",276.908845911102,646.331486167255
"I547","Sophie Charlotte","","F",1879,1964,"8","6",371.366321243064,798.13503836819
"I548","Adelheid of Saxe- Meiningen","","F",1891,1971,"8","6",292.809898100062,753.793684272198
"I549","Alexandra of Schleswig-","","F",1887,1957,"8","6",406.153926002906,766.889718370449
"I550","Ina Maria (von Bassewitz)","","F",1888,1973,"8","6",379.679646452587,758.014109310819
"I551","Marie Auguste of Anhalt","","F",1898,1983,"8","6",373.720101511735,726.63538613054
"I552","Ernest Augustus of Brunswic (Hanover)","Duke","M",1887,1953,"8","3",285.298373935574,747.431254279483
"I553","Frederick William II","King of Prussia","M",1744,1797,"6.4","7",148.550948847133,1092.29848054211
"I554","Elizabeth Christine of Brunswick","","F",1746,1840,"6.4","8",105.349930194951,1087.40946797772
"I555","Frederica Charlotte of Prussia","Princess","F",1767,1820,"6","7",114.523684548619,1062.517019151
"I556","Frederica of Hesse- Darmstadt","","F",1751,1805,"6.4","7",137.763683271392,1086.00967771601
"I557","Christine ","","F",1772,1773,"6.4","8",136.089711630105,1049.35919819046
"I558","Louis ","","M",1773,1796,"8","7",234.254144799199,1052.81932287996
"I559","Wilhelmina ","","F",1774,1837,"6","6",128.845013712904,1042.7563439487
"I560","Son Stillborn","","M",1772,,"6.4","8",145.879428976711,1049.86514694818
"I561","Augusta ","","F",1780,1841,"6.4","8",108.988991309892,1038.83756795301
"I562","Charles ","","M",1781,1846,"6.4","8",119.537227108628,1038.61692531633
"I563","William ","","M",1783,1851,"6.4","8",145.235627814519,1032.94701060768
"I564","Charles of Mecklenburg- Strelitz","Grand Duke","M",1753,,"8","7",324.294800263496,1078.73378005815
"I565","William I of Netherlands","King","M",1772,1843,"6","6",114.100417350372,1046.05998480505
"I566","William II of Hesse","Elector","M",1780,,"6.4","9",30.0575293341336,1028.82961521652
"I567","Maria Anna of Hesse","","F",1785,1846,"6.4","9",86.9975591062255,1025.93128697353
"I568","Augustus William","","M",1722,1758,"6.4","8",181.887557794965,1116.39936797979
"I569","Louise of Brunswick","","F",1722,1780,"6.4","8",157.83431275751,1118.42263435575
"I570","Frederick Henry Charles","","M",1747,1767,"6.4","9",169.325821508742,1091.77561506193
"I571","Wilhelmine ","","F",1751,1820,"6.4","9",186.326792324318,1083.85535879878
"I572","George Charles Emil","","M",1758,1759,"6.4","9",131.422274985148,1080.24910758801
"I573","William V of Orange","","M",1751,,"6.4","10",230.507936016028,1083.57769465437
"I574","Charles Christian of Nassau-Weilb","Prince","M",1735,1788,"5.5","6",-40.4592137860669,1100.15294795935
"I575","Caroline ","","F",1743,1787,"5.5","6",-19.3991011297055,1095.47581429654
"I576","Friedrich Wilhelm of Nassau-Weilb","Prince","M",1767,,"5","5",-67.4335754120754,1058.69022974927
"I577","Unknown ","","F",1767,,"5","5",-80.4850477421084,1054.40987388442
"I578","Wilhelm of Nassau","Duke","M",1792,1839,"5","4",-50.5469654647337,1001.01599410497
"I580","Adolphe of Luxembourg","Grand Duke","M",1817,1905,"5","5",-119.755724205981,958.343580118732
"I581","Unknown ","","F",1817,,"5","6",-168.935187032212,958.345929913499
"I582","Guillaume IV of Luxembourg","Grand Duke","M",1842,,"5","6",-161.465929542152,915.356916369719
"I583","Unknown ","","F",1842,,"5","7",-179.440349084508,911.31121449614
"I584","Charlotte of Luxembourg","Grand Duchess","F",1867,,"5","7",-179.238891117271,845.356843934698
"I585","Unknown ","","M",1867,,"5","8",-153.487986044481,837.1940111615
"I586","Jean of Luxembourg","Grand Duke","M",1892,,"5","8",-165.254038951808,756.208040087528
"I587","Marie-Josephe de Saxe","","F",1705,,"8","14",352.608676469442,1130.17682975414
"I588","Vladimir Cyrilovitch (Romanov)","Grand Duke","M",1917,,"5.5","7",15.342128288032,653.505547990077
"I589","Leonide Bagration- Moukhransky","Princess","F",1914,,"5.5","8",-5.61451267058071,647.912103354828
"I590","Gaston ","Duke of Orleans","M",1608,1660,"4.33333333333333","14",-207.430082246874,1237.68010214092
"I591","James ","Duke of Segovia","M",1908,1975,"8","4",298.732015588481,694.612245412553
"I592","Dona Maria of Bourbon","","F",1937,,"8","3",342.005674141451,571.898607769649
"I593","Margarite ","Crown Princess","F",1939,,"8","3",350.851559340983,560.307478353932
"I594","Alphonso ","Crown Prince","M",1941,1956,"8","3",339.21672340449,552.767616065052
"I595","Maria ","","F",1796,,"6","6",-60.794740386475,1001.77922961863
"I596","Isabella  (Marshal)","Lady","F",1200,1240,"6","25",-101.780592973086,1516.99319057139
"I597","Charles of Sweden","Prince","M",1861,1951,"5","2",-168.549361185905,841.183854524579
"I598","Ingeborg of Denmark","","F",1878,1958,"5","2",-171.846040094771,795.406236889028
"I599","Astrid of Sweden","Princess","F",1905,1935,"2.5","2",-285.18845977444,695.416912407478
